station_no,station_name,tel,address,latitude,longitude,note,city,district
SD0,昱銘車業行,07-7419639,高雄市鳳山區建國路二段145號1樓,22.635658,120.359823,"今日正常營業,但實際營業狀況依現場為主",高雄市,鳳山區
SD1,明鴻車業行,07-7423213,高雄市鳳山區光復路一段20號,22.629213,120.353744,"今日正常營業,但實際營業狀況依現場為主",高雄市,鳳山區
SD2,金國機車行,07-7465271,高雄市鳳山區博愛路501號,22.630565,120.363972,"今日正常營業,但實際營業狀況依現場為主",高雄市,鳳山區
SD3,一通機車行,07-7477333,高雄市鳳山區經武路185號,22.635712,120.363813,"今日正常營業,但實際營業狀況依現場為主",高雄市,鳳山區
SD4,宏國機車行,07-7678080,高雄市鳳山區青年路二段346號,22.641151,120.351346,"今日正常營業,但實際營業狀況依現場為主",高雄市,鳳山區
SD5,吉宏機車行,07-7420343,高雄市鳳山區光復路167號1樓,22.628923,120.357682,"今日正常營業,但實際營業狀況依現場為主",高雄市,鳳山區
SD6,本義車業行,07-7661306,高雄市鳳山區新強里新康街237巷6號1樓,22.612044,120.344048,"今日正常營業,但實際營業狀況依現場為主",高雄市,鳳山區
SD7,建安機車行,07-7465746,高雄市鳳山區瑞竹里中山東路221號1至2樓,22.624279,120.370447,"今日正常營業,但實際營業狀況依現場為主",高雄市,鳳山區
SD8,躍馬車行,07-7421688,高雄市鳳山區鎮東里中山東路31-1號1樓,22.620874,120.365407,"今日正常營業,但實際營業狀況依現場為主",高雄市,鳳山區
SD9,坤興機車行,07-7671931,高雄市鳳山區國富里新富路590巷8號1樓,22.614778,120.348430,"今日正常營業,但實際營業狀況依現場為主",高雄市,鳳山區
SE0,上紘機車行,07-7034658,高雄市大寮區中庄里八德路77號1樓,22.634540,120.393413,"今日正常營業,但實際營業狀況依現場為主",高雄市,大寮區
SE1,弘大機車行,07-7879973,高雄市大寮區內坑里仁德路16巷2號1樓,22.591426,120.397536,"今日正常營業,但實際營業狀況依現場為主",高雄市,大寮區
SE2,四海機車行,07-6221937,高雄市岡山區柳橋東路32號1樓,22.791167,120.295269,"今日正常營業,但實際營業狀況依現場為主",高雄市,岡山區
SE3,祥宏機車行,(07)792-8292,高雄市鳳山區鳳甲路505號,22.597579,120.345963,"今日正常營業,但實際營業狀況依現場為主",高雄市,鳳山區
SE4,立成機車行,(07)741-3557,高雄市鳳山區經武路234號,22.637417,120.364435,"今日正常營業,但實際營業狀況依現場為主",高雄市,鳳山區
SE6,吉盈機車行,(07)746-7138,高雄市鳳山區王生明路176號,22.619854,120.362863,"今日正常營業,但實際營業狀況依現場為主",高雄市,鳳山區
SE7,山遊龍重型機車行,(07)792-7122,高雄市鳳山區田中央路51號,22.594446,120.361147,"今日正常營業,但實際營業狀況依現場為主",高雄市,鳳山區
SE8,富元車業行,(07)782-5065,高雄市鳳山區鳳林路208號,22.622198,120.375682,"今日正常營業,但實際營業狀況依現場為主",高雄市,鳳山區
SE9,金泰車業有限公司,(07)792-5262,高雄市鳳山區過埤里鳳頂路113號,22.587162,120.358608,"今日正常營業,但實際營業狀況依現場為主",高雄市,鳳山區
SF0,安泰車業行,07-7666906,高雄市鳳山區新富路329號,22.613213,120.344733,"今日正常營業,但實際營業狀況依現場為主",高雄市,鳳山區
SF1,鴻順機車行,(07)792-4872,高雄市鳳山區鳳甲路480號,22.597100,120.346227,"今日正常營業,但實際營業狀況依現場為主",高雄市,鳳山區
SF2,明順機車行,(07)731-8304,高雄市鳥松區學堂路203、205號1F,22.657128,120.397593,"今日正常營業,但實際營業狀況依現場為主",高雄市,鳥松區
SF4,慶鴻車業行,(07)788-8330,高雄市大寮區大寮路973號,22.592111,120.422123,"今日正常營業,但實際營業狀況依現場為主",高雄市,大寮區
SF5,永翔機車行,(07)781-1662,高雄市大寮區鳳林三路191號,22.598831,120.400073,"今日正常營業,但實際營業狀況依現場為主",高雄市,大寮區
SF6,富興機車行,(07)641-4460,高雄市林園區林內路230號,22.535657,120.401297,"今日正常營業,但實際營業狀況依現場為主",高雄市,林園區
SF7,志發機車行,(07)641-7905,高雄市林園區東林西路323號1、2樓,22.503247,120.388715,"今日正常營業,但實際營業狀況依現場為主",高雄市,林園區
SF8,宗一機車行,(07)693-2769,高雄市湖內區東方路56號1樓,22.880070,120.248634,"今日正常營業,但實際營業狀況依現場為主",高雄市,湖內區
SF9,春益機車行,(07)696-3781,高雄市路竹區大社路111號,22.864235,120.262920,"今日正常營業,但實際營業狀況依現場為主",高雄市,路竹區
SG1,永吉機車行,(07)691-0327,高雄市永安區永安路142號,22.817184,120.221714,"今日正常營業,但實際營業狀況依現場為主",高雄市,永安區
T01,勝發車行,08-7790384,屏東縣內埔鄉內田村自強路7號1樓,22.616167,120.565563,"今日正常營業,但實際營業狀況依現場為主",屏東縣,內埔鄉
T02,日欣車業行,08-7792329,屏東縣內埔鄉東寧村南寧路102號1樓,22.618572,120.564053,"今日正常營業,但實際營業狀況依現場為主",屏東縣,內埔鄉
T03,福元車業有限公司,08-7757795,屏東縣里港鄉永春村中山路72號,22.777908,120.494509,"今日正常營業,但實際營業狀況依現場為主",屏東縣,里港鄉
T04,成隆機車行,08-8781006,屏東縣枋寮鄉安樂村中山路15號1樓,22.357604,120.600186,"今日正常營業,但實際營業狀況依現場為主",屏東縣,枋寮鄉
T06,永興機車行,08-8323319,屏東縣東港鎮新勝里中山路4-1號1樓,22.465802,120.452335,"今日正常營業,但實際營業狀況依現場為主",屏東縣,東港鎮
T07,龍昇機車行,08-8322410,屏東縣東港鎮興東里中正路一段57號1樓,22.471124,120.454351,"今日正常營業,但實際營業狀況依現場為主",屏東縣,東港鎮
T08,新慶祥機車行,08-8752327,屏東縣林邊鄉永樂村美華路160號1樓,22.437696,120.517449,"今日正常營業,但實際營業狀況依現場為主",屏東縣,林邊鄉
T09,昭興車業行,08-7368846,屏東縣長治鄉新潭村潭頭路4號1樓,22.677069,120.527642,"今日正常營業,但實際營業狀況依現場為主",屏東縣,長治鄉
T10,中山機車行,08-7652088,屏東縣屏東市崇蘭里中山路153號1樓,22.682989,120.484346,"今日正常營業,但實際營業狀況依現場為主",屏東縣,屏東市
T11,和成車業行,08-7373506,屏東縣屏東市太平里中正路166號壹樓,22.677567,120.490750,"今日正常營業,但實際營業狀況依現場為主",屏東縣,屏東市
T12,永祥機車行,08-7331496,屏東縣屏東市斯文里中正路215，217號,22.681234,120.491528,"今日正常營業,但實際營業狀況依現場為主",屏東縣,屏東市
T13,明一拓有限公司,08-7323490,屏東縣屏東市端正里中正路58號1樓,22.673180,120.489358,"今日正常營業,但實際營業狀況依現場為主",屏東縣,屏東市
T14,振輪車業行,08-7365728,屏東縣屏東市中正里中正路654之1號壹樓,22.688272,120.498070,"今日正常營業,但實際營業狀況依現場為主",屏東縣,屏東市
T16,盟昌機車有限公司,08-7322373,屏東縣屏東市民生路178號,22.669416,120.494355,"今日正常營業,但實際營業狀況依現場為主",屏東縣,屏東市
T18,明展車業行,08-7234586,屏東縣屏東市長春里民生路16-2號,22.666403,120.500103,"今日正常營業,但實際營業狀況依現場為主",屏東縣,屏東市
T19,行福車業有限公司,08-7373355,屏東縣屏東市溝美里自由路359之1號1F,22.680637,120.495296,"將於7/21 00:00-3/30 23:59暫停檢驗,但實際營業狀況依現場為主",屏東縣,屏東市
T20,屏宏機車行,08-7365202,屏東縣屏東市北勢里自由路460-1號及462號,22.683196,120.491370,"今日正常營業,但實際營業狀況依現場為主",屏東縣,屏東市
T22,泰昌機車行,08-7529860,屏東縣屏東市澤仁里復興路110號壹樓,22.667137,120.488855,"今日正常營業,但實際營業狀況依現場為主",屏東縣,屏東市
T23,東億機車行,08-8892051,屏東縣恆春鎮城西里西門路115號,22.008159,120.743403,"今日正常營業,但實際營業狀況依現場為主",屏東縣,恆春鎮
T25,振興機車行,08-8891528,屏東縣恆春鎮山腳里恆南路44號1樓,22.003180,120.773991,"今日正常營業,但實際營業狀況依現場為主",屏東縣,恆春鎮
T26,順寶車業有限公司,08-8892308,屏東縣恆春鎮網紗里省北路109號,22.011466,120.744187,"今日正常營業,但實際營業狀況依現場為主",屏東縣,恆春鎮
T27,振東車業行,08-7962818,屏東縣高樹鄉高樹村南興路2-7號壹樓,22.816062,120.603850,"今日正常營業,但實際營業狀況依現場為主",屏東縣,高樹鄉
T28,永發機車行,08-7962232,屏東縣高樹鄉長榮村興中路178號1樓,22.823191,120.599255,"今日正常營業,但實際營業狀況依現場為主",屏東縣,高樹鄉
T29,雄偉車業有限公司,08-8682298,屏東縣新園鄉仙吉村仙吉路41號,22.541609,120.459958,"今日正常營業,但實際營業狀況依現場為主",屏東縣,新園鄉
T30,盈發車業行,08-8325639,屏東縣新園鄉南龍村南興路187號1樓,22.486404,120.458356,"今日正常營業,但實際營業狀況依現場為主",屏東縣,新園鄉
T31,豪輪企業有限公司,08-7775641,屏東縣萬丹鄉寶厝村中興路2段441號1樓,22.580522,120.485582,"今日正常營業,但實際營業狀況依現場為主",屏東縣,萬丹鄉
T32,幸福車業行,08-7771607,屏東縣萬丹鄉新鍾村萬新路329號,22.560951,120.486381,"今日正常營業,但實際營業狀況依現場為主",屏東縣,萬丹鄉
T33,三龍機車行,08-7850116,屏東縣萬巒鄉新置村新隆路2號,22.525953,120.626437,"今日正常營業,但實際營業狀況依現場為主",屏東縣,萬巒鄉
T34,協原機車行,08-7885103,屏東縣潮州鎮永春里介壽路133號,22.543210,120.536111,"今日正常營業,但實際營業狀況依現場為主",屏東縣,潮州鎮
T35,全成機車行,08-7885318,屏東縣潮州鎮三共里延平路174號1樓,22.555854,120.540439,"今日正常營業,但實際營業狀況依現場為主",屏東縣,潮州鎮
T36,新玄車業有限公司,08-7883836,屏東縣潮州鎮新榮里新生路60號,22.548762,120.538481,"今日正常營業,但實際營業狀況依現場為主",屏東縣,潮州鎮
T37,永福車業行,08-7222733,屏東縣麟洛鄉麟趾村中山路443號1樓,22.652093,120.524762,"今日正常營業,但實際營業狀況依現場為主",屏東縣,麟洛鄉
T38,昭明興車業行,08-7932470,屏東縣鹽埔鄉鹽南村勝利路66之2號1樓,22.755922,120.575286,"今日正常營業,但實際營業狀況依現場為主",屏東縣,鹽埔鄉
T39,生揚車業,08-7933213,屏東縣鹽埔鄉新二村維新路177號1樓,22.742819,120.557824,"今日正常營業,但實際營業狀況依現場為主",屏東縣,鹽埔鄉
T40,宏偉機車行,08-7936369,屏東縣鹽埔鄉新二村維新路81之7號,22.739221,120.555328,"今日正常營業,但實際營業狀況依現場為主",屏東縣,鹽埔鄉
T47,志誠機車行,08-7391825,屏東縣九如鄉九清村九如路二段108號1樓,22.730571,120.489027,"今日正常營業,但實際營業狀況依現場為主",屏東縣,九如鄉
T48,昭慶車業有限公司,08-7791274,屏東縣內埔鄉內田村學人路737號1樓,22.608175,120.564323,"今日正常營業,但實際營業狀況依現場為主",屏東縣,內埔鄉
T49,進吉機車行,08-7791876,屏東縣內埔鄉老埤村通安路98號1樓,22.633635,120.599553,"今日正常營業,但實際營業狀況依現場為主",屏東縣,內埔鄉
T50,安興機車行,08-7791613,屏東縣內埔鄉老埤村壽比路229號1樓,22.632344,120.596013,"今日正常營業,但實際營業狀況依現場為主",屏東縣,內埔鄉
T52,清進機車行,08-7524945,屏東縣屏東市前進里清進路676號,22.650291,120.464436,"今日正常營業,但實際營業狀況依現場為主",屏東縣,屏東市
T53,萬里順機車行,08-7701540,屏東縣內埔鄉龍泉村中勝路298號,22.669398,120.600583,"今日正常營業,但實際營業狀況依現場為主",屏東縣,內埔鄉
T54,萬興機車行,08-7701805,屏東縣內埔鄉龍潭村昭勝路196號壹樓,22.672762,120.600551,"今日正常營業,但實際營業狀況依現場為主",屏東縣,內埔鄉
T55,三福機車行,08-7784058,屏東縣內埔鄉內埔村中興路42號,22.610428,120.568142,"今日正常營業,但實際營業狀況依現場為主",屏東縣,內埔鄉
T56,盛興機車行,08-7701616,屏東縣內埔鄉龍潭村昭勝路230號,22.673417,120.600660,"今日正常營業,但實際營業狀況依現場為主",屏東縣,內埔鄉
T57,金興機車行,08-7712281,屏東縣竹田鄉竹田村中正路133號1樓,22.585137,120.544258,"今日正常營業,但實際營業狀況依現場為主",屏東縣,竹田鄉
T58,隆升車行,08-8781266,屏東縣枋寮鄉隆山村中山路132號1樓,22.363135,120.598530,"今日正常營業,但實際營業狀況依現場為主",屏東縣,枋寮鄉
T60,慶益機車行,08-8322001,屏東縣東港鎮頂新里中正路243號,22.469939,120.451986,"今日正常營業,但實際營業狀況依現場為主",屏東縣,東港鎮
T62,高連憶機車行,08-8752688,屏東縣林邊鄉林邊村忠孝路8號,22.433516,120.518266,"今日正常營業,但實際營業狀況依現場為主",屏東縣,林邊鄉
T63,錦輝機車行,08-7622150,屏東縣長治鄉崙上村中興路427號,22.691321,120.534675,"今日正常營業,但實際營業狀況依現場為主",屏東縣,長治鄉
T64,城友機車行,08-7360169,屏東縣長治鄉進興村復興路19-9號,22.677028,120.530286,"今日正常營業,但實際營業狀況依現場為主",屏東縣,長治鄉
T65,欣益機車行,08-7663089,屏東縣屏東市光榮里中山路61之7號1樓,22.675286,120.484870,"今日正常營業,但實際營業狀況依現場為主",屏東縣,屏東市
T67,永宏機車行,08-7361698,屏東縣屏東市溝美里仁愛路156號1樓,22.679519,120.495351,"今日正常營業,但實際營業狀況依現場為主",屏東縣,屏東市
T68,峰裕機車行,08-7364642,屏東縣屏東市溝美里仁愛路77之15號1樓,22.679113,120.494953,"今日正常營業,但實際營業狀況依現場為主",屏東縣,屏東市
T69,阿侯機車行,08-7336577,屏東縣屏東市光榮里公園西路19之2號一、二樓,22.675539,120.483574,"今日正常營業,但實際營業狀況依現場為主",屏東縣,屏東市
T70,財發機車行,08-7521325,屏東縣屏東市新生里復興南路一段176號1樓,22.651967,120.485821,"今日正常營業,但實際營業狀況依現場為主",屏東縣,屏東市
T71,勝興機車行,08-7524164,屏東縣屏東市厚生里建民路62號1樓,22.667102,120.481294,"今日正常營業,但實際營業狀況依現場為主",屏東縣,屏東市
T72,聖發機車行,08-7654319,屏東縣屏東市潭墘里勝利路208號1樓,22.679175,120.478910,"今日正常營業,但實際營業狀況依現場為主",屏東縣,屏東市
T73,鑫鈴車業行,08-7216360,屏東縣屏東市豐榮里林森路30之10號,22.671320,120.498132,"今日正常營業,但實際營業狀況依現場為主",屏東縣,屏東市
T74,茂達服務事業,08-7365353,屏東縣屏東市大連里瑞光路二段442號1.2樓,22.682424,120.505341,"今日正常營業,但實際營業狀況依現場為主",屏東縣,屏東市
T75,平安車業有限公司,08-7370180,屏東縣屏東市大連里廣東路434號,22.679375,120.501793,"今日正常營業,但實際營業狀況依現場為主",屏東縣,屏東市
T77,振吉車業行,08-8683123,屏東縣新園鄉新園村平和路295號,22.527014,120.453014,"今日正常營業,但實際營業狀況依現場為主",屏東縣,新園鄉
T78,龍吉機車行,08-8328631,屏東縣新園鄉烏龍村南興路374之1號1樓,22.493668,120.459693,"今日正常營業,但實際營業狀況依現場為主",屏東縣,新園鄉
T79,裕豐機車行,08-7772559,屏東縣萬丹鄉萬全村丹榮路727號1樓,22.591382,120.492371,"今日正常營業,但實際營業狀況依現場為主",屏東縣,萬丹鄉
T80,慶隆機車行,08-7773300,屏東縣萬丹鄉萬全村萬丹路一段408號1樓,22.591260,120.489145,"今日正常營業,但實際營業狀況依現場為主",屏東縣,萬丹鄉
T81,威信機車行,08-7810222,屏東縣萬巒鄉萬和村褒忠路111號1樓,22.572395,120.569790,"今日正常營業,但實際營業狀況依現場為主",屏東縣,萬巒鄉
T82,丘吉珥騎士之家商行,08-7894018,屏東縣潮州鎮光華里光華路64號,22.543460,120.545077,"今日正常營業,但實際營業狀況依現場為主",屏東縣,潮州鎮
T83,永詰機車行,08-7888912,屏東縣潮州鎮新榮里新生路22號1樓,22.547404,120.537855,"今日正常營業,但實際營業狀況依現場為主",屏東縣,潮州鎮
T84,義和車業有限公司,08-7221066,屏東縣麟洛鄉麟蹄村中山路274號,22.652808,120.524081,"今日正常營業,但實際營業狀況依現場為主",屏東縣,麟洛鄉
T85,正大機車行,08-7517119,屏東縣屏東市大武里永大路193號1樓,22.658723,120.477234,"今日正常營業,但實際營業狀況依現場為主",屏東縣,屏東市
T87,聯榮機車行,08-7225747,屏東縣屏東市湖南里歸義巷26號1樓,22.655457,120.504825,"今日正常營業,但實際營業狀況依現場為主",屏東縣,屏東市
T89,光興機車行,08-7224988,屏東縣屏東市瑞光里民生路37號,22.662151,120.507009,"今日正常營業,但實際營業狀況依現場為主",屏東縣,屏東市
T90,國際機車行,08-7392878,屏東縣九如鄉九清村九如路二段29號,22.729478,120.488688,"今日正常營業,但實際營業狀況依現場為主",屏東縣,九如鄉
T91,建興機車行,08-7752167,屏東縣里港鄉春林村里港路57‧59號1樓,22.776197,120.495629,"今日正常營業,但實際營業狀況依現場為主",屏東縣,里港鄉
T92,盛隆機車有限公司,08-8338338,屏東縣東港鎮共和里光復路三段57號,22.464873,120.451719,"今日正常營業,但實際營業狀況依現場為主",屏東縣,東港鎮
T93,尚新車業行,08-7075257,屏東縣萬丹鄉社中村社皮路3段350號,22.619875,120.471982,"今日正常營業,但實際營業狀況依現場為主",屏東縣,萬丹鄉
T94,新興機車行,0910841977,屏東縣琉球鄉中福村三民路126-1號,22.350052,120.385635,"今日正常營業,但實際營業狀況依現場為主",屏東縣,琉球鄉
T96,鴻展機車行,08-8643921,屏東縣南州鄉仁里村人和路40-1號,22.489126,120.509904,"今日正常營業,但實際營業狀況依現場為主",屏東縣,南州鄉
T97,壕順機車行,08-7220269,屏東縣屏東市廣東路94-2號1樓,22.672373,120.499522,"今日正常營業,但實際營業狀況依現場為主",屏東縣,屏東市
T98,協利機車行,08-8753095,屏東縣林邊鄉仁和村和平路20號,22.434452,120.513923,"今日正常營業,但實際營業狀況依現場為主",屏東縣,林邊鄉
T99,新龍泉機車行,08-7702759,屏東縣內埔鄉龍泉村原勝路16號,22.667668,120.600128,"今日正常營業,但實際營業狀況依現場為主",屏東縣,內埔鄉
TA0,名成車業行,08-7799859,屏東縣內埔鄉東寧村南寧路187號,22.619551,120.562093,"今日正常營業,但實際營業狀況依現場為主",屏東縣,內埔鄉
TA1,易成機車行,08-7350022,屏東縣屏東市大連里大連路7-7號1樓,22.684298,120.509902,"今日正常營業,但實際營業狀況依現場為主",屏東縣,屏東市
TA2,正益車業行,08-7210089,屏東縣屏東市瑞光路2段62號,22.676085,120.505000,"今日正常營業,但實際營業狀況依現場為主",屏東縣,屏東市
TA3,新吉興車業行,08-7883429,屏東縣潮州鎮三共里四維路309-1號1樓,22.556962,120.549201,"今日正常營業,但實際營業狀況依現場為主",屏東縣,潮州鎮
TA4,富祐車業行,08-7360260,屏東縣屏東市大連里建豐路198號1樓,22.676234,120.504451,"今日正常營業,但實際營業狀況依現場為主",屏東縣,屏東市
TA5,福源車業行,08-7888179,屏東縣潮州鎮富春里光春路215-2號1樓,22.539129,120.539116,"今日正常營業,但實際營業狀況依現場為主",屏東縣,潮州鎮
TA6,統一輪業行,08-8752286,屏東縣林邊鄉仁和村中山路293號,22.435283,120.514060,"今日正常營業,但實際營業狀況依現場為主",屏東縣,林邊鄉
TA7,泰原機車行,08-7394038,屏東縣九如鄉九明村九龍路22號1樓,22.733185,120.484060,"今日正常營業,但實際營業狀況依現場為主",屏東縣,九如鄉
TA8,天成機車行,08-7531440,屏東縣屏東市新興里公興路228號1樓,22.640772,120.480358,"今日正常營業,但實際營業狀況依現場為主",屏東縣,屏東市
TA9,銘順車業,08-7514902,屏東縣屏東市義勇里廣東南路110號1樓,22.664460,120.491949,"今日正常營業,但實際營業狀況依現場為主",屏東縣,屏東市
TB0,安發車行,08-7070120,屏東縣萬丹鄉厦南村安和路421號1樓,22.598112,120.464268,"今日正常營業,但實際營業狀況依現場為主",屏東縣,萬丹鄉
TB1,永大機車行,08-7367207,屏東縣屏東市三山里海豐街15號,22.700155,120.509669,"今日正常營業,但實際營業狀況依現場為主",屏東縣,屏東市
TB2,忠興機車行,08-7333822,屏東縣屏東市大埔里民族路244號1樓,22.671698,120.479113,"今日正常營業,但實際營業狀況依現場為主",屏東縣,屏東市
TB3,玉春成車行,08-7663715,屏東縣屏東市勝利里中山路94號1樓,22.680735,120.484809,"今日正常營業,但實際營業狀況依現場為主",屏東縣,屏東市
TB4,新鴻機車行,08-7667519,屏東縣屏東市光復路111-3號1樓,22.670096,120.481721,"今日正常營業,但實際營業狀況依現場為主",屏東縣,屏東市
TB5,金展車業行,08-7789997,屏東縣內埔鄉內田村廣濟路13號1樓,22.609230,120.564853,"今日正常營業,但實際營業狀況依現場為主",屏東縣,內埔鄉
TB6,有福車業有限公司,08-7778131,屏東縣萬丹鄉萬後村西環路586號1、2樓,22.588910,120.487094,"今日正常營業,但實際營業狀況依現場為主",屏東縣,萬丹鄉
TB7,昇輝機車行,08-7364497,屏東縣屏東市中正路672、674號1樓,22.672916,120.489310,"今日正常營業,但實際營業狀況依現場為主",屏東縣,屏東市
TB8,飛宏機車行,08-7076269,屏東縣萬丹鄉社中村社皮路三段216號,22.618255,120.470437,"今日正常營業,但實際營業狀況依現場為主",屏東縣,萬丹鄉
TB9,益祥機車行,08-7666456,屏東縣屏東市勝利里廣東路854號1、2樓,22.687880,120.488734,"今日正常營業,但實際營業狀況依現場為主",屏東縣,屏東市
TC0,如利機車行,08-7352286,屏東縣屏東市建豐路137號,22.675649,120.505961,"今日正常營業,但實際營業狀況依現場為主",屏東縣,屏東市
TC1,盈利機車行,08-7754072,屏東縣里港鄉大平村四維路46號1樓,22.775367,120.493035,"今日正常營業,但實際營業狀況依現場為主",屏東縣,里港鄉
TC2,濟人機車行,08-7752232,屏東縣里港鄉春林村里港路89號,22.776726,120.496102,"今日正常營業,但實際營業狀況依現場為主",屏東縣,里港鄉
TC3,鴻利汽機車精品材料行,08-8328466,屏東縣東港鎮新勝里中山路6號,22.465938,120.452236,"今日正常營業,但實際營業狀況依現場為主",屏東縣,東港鎮
TC4,金龍機車行,08-7832338,屏東縣萬巒鄉佳和村光明路7號,22.572928,120.600287,"今日正常營業,但實際營業狀況依現場為主",屏東縣,萬巒鄉
TC5,証冠車業有限公司,08-7235128,屏東縣屏東市瑞光里民生路57之16號1樓,22.663748,120.504209,"今日正常營業,但實際營業狀況依現場為主",屏東縣,屏東市
TC6,中一機車行,08-7532891,屏東縣屏東市大武里武愛街92號,22.657918,120.478586,"今日正常營業,但實際營業狀況依現場為主",屏東縣,屏東市
TC7,全和車業,08-7931830,屏東縣鹽埔鄉高朗村三民路61-3號1樓,22.739979,120.583834,"將於12/22 12:00-12/29 23:59暫停檢驗,但實際營業狀況依現場為主",屏東縣,鹽埔鄉
TC8,千和車業行,08-7225613,屏東縣屏東市長春里林森路5-5號,22.670497,120.500585,"今日正常營業,但實際營業狀況依現場為主",屏東縣,屏東市
TC9,源成機車行,08-7752873,屏東縣里港鄉大平村中山路89號,22.778664,120.494289,"今日正常營業,但實際營業狀況依現場為主",屏東縣,里港鄉
TD0,高豐機車行,08-7233983,屏東縣麟洛鄉麟趾村中山路349.351號,22.635772,120.529599,"今日正常營業,但實際營業狀況依現場為主",屏東縣,麟洛鄉
TD1,信正車業行,08-7861761,屏東縣潮州鎮永春里中洲路165號1樓,22.542230,120.541217,"今日正常營業,但實際營業狀況依現場為主",屏東縣,潮州鎮
TD2,金馳車業行,08-8351653,屏東縣東港鎮興東里沿海路237號,22.473986,120.462784,"今日正常營業,但實際營業狀況依現場為主",屏東縣,東港鎮
TD3,亨達機車行,08-8821303,屏東縣車城鄉田中村中山路110-7號1樓,22.077309,120.713815,"今日正常營業,但實際營業狀況依現場為主",屏東縣,車城鄉
TD4,連福機車店,08-8632172,屏東縣崁頂鄉力社村舊店路12-8號,22.540575,120.512483,"今日正常營業,但實際營業狀況依現場為主",屏東縣,崁頂鄉
TD5,豐隆輪業行,08-8891059,屏東縣恆春鎮城北里中正路246號壹樓貳樓,22.006420,120.743480,"今日正常營業,但實際營業狀況依現場為主",屏東縣,恆春鎮
TD6,新友車業行,08-7372752,屏東縣長治鄉潭頭村潭頭路152之6號,22.674106,120.524432,"今日正常營業,但實際營業狀況依現場為主",屏東縣,長治鄉
TD7,順天機車行,08-8712575,屏東縣枋寮鄉天時村復興路190號,22.388921,120.594566,"今日正常營業,但實際營業狀況依現場為主",屏東縣,枋寮鄉
TD8,鴻華行,08-8782138,屏東縣枋寮鄉安樂村中山路167號,22.364988,120.595812,"今日正常營業,但實際營業狀況依現場為主",屏東縣,枋寮鄉
TD9,博仁機車行,08-7959177,屏東縣高樹鄉南華村世一路29-1號1樓,22.772799,120.595260,"今日正常營業,但實際營業狀況依現場為主",屏東縣,高樹鄉
TE0,豐陞機車行,08-7957126,屏東縣高樹鄉泰山村山下路70-2號,22.786441,120.616489,"今日正常營業,但實際營業狀況依現場為主",屏東縣,高樹鄉
TE3,承輝機車行,08-7227896,屏東縣屏東市豐田里瑞光路二段45號1樓,22.674764,120.510390,"今日正常營業,但實際營業狀況依現場為主",屏東縣,屏東市
TE4,宏茂機車行,08-7652699,屏東縣屏東市廣興里廣東路1098號,22.681372,120.481003,"今日正常營業,但實際營業狀況依現場為主",屏東縣,屏東市
TE5,福順機車行,08-7554118,屏東縣屏東市永安里建興南路99-6號1樓,22.663711,120.484350,"今日正常營業,但實際營業狀況依現場為主",屏東縣,屏東市
TE6,豊翔機車行,08-7396926,屏東縣九如鄉九清村九如路二段239之1號,22.735825,120.489191,"今日正常營業,但實際營業狀況依現場為主",屏東縣,九如鄉
TE8,吉發車業行,08-8683727,屏東縣新園鄉仙吉村仙吉路20之8號,22.539131,120.460189,"今日正常營業,但實際營業狀況依現場為主",屏東縣,新園鄉
TE9,南華機車行,08-8613663,屏東縣琉球鄉本福村中山路10號,22.345543,120.375877,"今日正常營業,但實際營業狀況依現場為主",屏東縣,琉球鄉
TF0,金富機車行,08-7796367,屏東縣內埔鄉豐田村中正路292號,22.631310,120.544387,"今日正常營業,但實際營業狀況依現場為主",屏東縣,內埔鄉
TF1,順鋐車業行,08-7993608,屏東縣內埔鄉水門村中山路385號,22.709826,120.645014,"將於12/22 09:00-12/24 20:00暫停檢驗,但實際營業狀況依現場為主",屏東縣,內埔鄉
TF2,鷺霸機車行,08-7881738,屏東縣潮州鎮新生路106-1號,22.551290,120.538991,"今日正常營業,但實際營業狀況依現場為主",屏東縣,潮州鎮
TF3,信宏機車行,08-8660003,屏東縣佳冬鄉石光村中山路138之2號1樓,22.425614,120.563286,"今日正常營業,但實際營業狀況依現場為主",屏東縣,佳冬鄉
TF4,佑威車業,08-8666612,屏東縣佳冬鄉賴家村義和路3號,22.411417,120.558743,"今日正常營業,但實際營業狀況依現場為主",屏東縣,佳冬鄉
TF5,信智機車行,08-8332809,屏東縣東港鎮興漁里順漁路67號1樓,22.460304,120.449697,"今日正常營業,但實際營業狀況依現場為主",屏東縣,東港鎮
TF6,德和機車行,08-7621019,屏東縣長治鄉德和村德和路140號,22.718702,120.533126,"今日正常營業,但實際營業狀況依現場為主",屏東縣,長治鄉
TF7,東祥車業行,08-7967906,屏東縣高樹鄉長榮村興中路281號,22.825274,120.600213,"今日正常營業,但實際營業狀況依現場為主",屏東縣,高樹鄉
TF8,武成車業,08-7514270,屏東縣屏東市大武里武成街34號,22.654556,120.476157,"今日正常營業,但實際營業狀況依現場為主",屏東縣,屏東市
TF9,佳和機車行,08-7832328,屏東縣萬巒鄉佳和村光明路62之5號1樓,22.572897,120.598239,"今日正常營業,但實際營業狀況依現場為主",屏東縣,萬巒鄉
TG0,第一機車行,08-8711165,屏東縣枋寮鄉人和村中山路二段251號,22.384818,120.594925,"今日正常營業,但實際營業狀況依現場為主",屏東縣,枋寮鄉
